ticker,strategy,window_id,date,action,price,quantity,cost,slippage,portfolio_value,realized_pnl
TSLA,MACD_Momentum,4,2025-02-25,SELL,326.856479,250,81.714120,40.877499,86387.854548,-7000.388615
TSLA,MACD_Momentum,4,2025-03-14,BUY,247.433653,340,84.127442,42.042700,86261.684406,0.000000
TSLA,MACD_Momentum,4,2025-04-07,SELL,223.668109,340,76.047157,38.042600,78147.395064,-8240.459483
TSLA,MACD_Momentum,4,2025-04-10,BUY,260.130000,272,70.755360,35.360000,78041.279704,0.000000
TSLA,MACD_Momentum,4,2025-04-21,SELL,230.144865,272,62.599403,31.315359,69858.083448,-8289.311617
TSLA,MACD_Momentum,4,2025-04-24,BUY,250.625250,264,66.165066,33.066000,69758.852382,0.000000
TSLA,MACD_Momentum,4,2025-05-08,SELL,279.490190,264,73.785410,36.911161,77338.477100,7480.393652
TSLA,MACD_Momentum,4,2025-05-28,BUY,365.022416,202,73.734528,36.848840,77227.893732,0.000000
TSLA,MACD_Momentum,4,2025-05-29,SELL,365.107364,202,73.751687,36.894291,77208.150220,-130.326880
TSLA,MACD_Momentum,4,2025-06-17,BUY,326.253041,222,72.428175,36.195990,77099.526055,0.000000
TSLA,MACD_Momentum,4,2025-06-18,SELL,317.151343,222,70.407598,35.221410,75044.737318,-2163.412902
TSLA,MACD_Momentum,4,2025-06-24,BUY,356.348098,204,72.695012,36.329341,74935.712965,0.000000
TSLA,MACD_Momentum,4,2025-06-30,SELL,319.740044,204,65.226969,32.629799,67438.772212,-7605.965106
BTC-USD,MACD_Momentum,0,2022-01-30,BUY,38170.993928,2,76.341988,38.151918,99885.506094,0.000000
BTC-USD,MACD_Momentum,0,2022-02-19,SELL,40006.010426,2,80.012021,40.026023,103513.678987,3513.678987
BTC-USD,MACD_Momentum,0,2022-03-01,BUY,43216.101158,2,86.432202,43.194504,103384.052281,0.000000
BTC-USD,MACD_Momentum,0,2022-03-07,SELL,38410.090035,2,76.820180,38.429305,93738.404359,-9775.274628
BTC-USD,MACD_Momentum,0,2022-03-17,BUY,41161.414172,2,82.322828,41.140844,93614.940687,0.000000
BTC-USD,MACD_Momentum,0,2022-04-06,SELL,45521.583291,2,91.043167,45.544355,102285.376602,8546.972243
BTC-USD,MACD_Momentum,0,2022-05-05,BUY,39715.593967,2,79.431188,39.695746,102166.249668,0.000000
BTC-USD,MACD_Momentum,0,2022-05-06,SELL,36554.897002,2,73.109794,36.573184,95811.441691,-6473.934912
BTC-USD,MACD_Momentum,0,2022-05-21,BUY,29214.459305,3,87.643378,43.799789,95679.998524,0.000000
