path,total_return,terminal_wealth,max_drawdown,sharpe
714,0.542453,154245,-0.343048,0.474751
715,0.132442,113244,-0.362631,0.204073
716,-0.275697,72430.3,-0.59106,-0.217352
717,-0.283747,71625.3,-0.455825,-0.213566
718,0.365916,136592,-0.251164,0.371483
719,-0.133306,86669.4,-0.399752,-0.0322838
720,0.182337,118234,-0.426091,0.239717
721,1.72351,272351,-0.16126,0.993933
722,0.0107164,101072,-0.397084,0.103216
723,-0.125543,87445.7,-0.554353,-0.0258274
724,0.352692,135269,-0.376759,0.379782
725,-0.154455,84554.5,-0.365822,-0.0615893
726,-0.157974,84202.6,-0.400783,-0.062077
727,0.428303,142830,-0.265967,0.403166
728,0.666884,166688,-0.268372,0.521962
729,0.342562,134256,-0.422455,0.358354
730,0.088215,108822,-0.352973,0.168873
731,1.93273,293273,-0.233553,1.06861
732,0.236767,123677,-0.311172,0.28169
733,1.88994,288994,-0.159204,1.04723
734,0.955116,195512,-0.279639,0.68781
735,0.309218,130922,-0.305612,0.336988
736,0.362609,136261,-0.466,0.387808
737,-0.365535,63446.5,-0.556639,-0.334774
738,0.495884,149588,-0.270309,0.470969
739,0.348858,134886,-0.272304,0.352877
740,0.156928,115693,-0.388651,0.222536
741,0.906223,190622,-0.21297,0.692149
742,-0.175305,82469.5,-0.545522,-0.0909308
743,1.09822,209822,-0.366882,0.73665
744,1.07528,207528,-0.204487,0.834527
745,1.4242,242420,-0.26249,0.908997
746,-0.00126735,99873.3,-0.522143,0.0998489
747,-0.194523,80547.7,-0.460722,-0.0801125
748,0.72226,172226,-0.321241,0.594064
749,0.236536,123654,-0.348294,0.286143
750,0.354492,135449,-0.226083,0.369343
751,1.35979,235979,-0.258515,0.871188
752,0.912048,191205,-0.218897,0.687081
753,1.21921,221921,-0.252989,0.789334
754,1.05731,205731,-0.253383,0.75106
755,0.501708,150171,-0.345231,0.462486
756,-0.339462,66053.8,-0.476075,-0.252301
757,-0.293562,70643.8,-0.589872,-0.208514
758,0.203219,120322,-0.304989,0.26032
759,0.303458,130346,-0.236962,0.331841
760,-0.0725621,92743.8,-0.35035,0.0270412
761,0.865468,186547,-0.218078,0.670221
762,1.25231,225231,-0.150648,0.844704
763,2.55307,355307,-0.233659,1.22679
764,1.09054,209054,-0.285949,0.72765
765,0.0790732,107907,-0.359151,0.161862
766,0.285296,128530,-0.333074,0.327275
767,0.872643,187264,-0.283428,0.629084
768,1.18689,218689,-0.279615,0.791671
769,0.838945,183894,-0.199388,0.642253
770,0.19965,119965,-0.346067,0.258367
771,3.25508,425508,-0.176537,1.48314
772,0.75997,175997,-0.31421,0.602376
773,-0.175151,82484.9,-0.477687,-0.0670683
774,0.74032,174032,-0.348055,0.614183
775,0.22738,122738,-0.427906,0.275496
