path,total_return,terminal_wealth,max_drawdown,sharpe
180,2.81215,381215,-0.202709,1.29184
181,1.10909,210909,-0.257773,0.77411
182,1.68535,268535,-0.292974,0.969339
183,0.657971,165797,-0.243267,0.547573
184,1.70988,270988,-0.237462,0.968459
185,1.60427,260427,-0.216145,0.972619
186,2.46289,346289,-0.221259,1.23292
187,2.17442,317442,-0.251844,1.1614
188,0.924609,192461,-0.199598,0.686724
189,0.723526,172353,-0.275508,0.579624
190,-0.253963,74603.7,-0.554015,-0.178869
191,4.54385,554385,-0.180111,1.66212
192,1.22682,222682,-0.28971,0.820624
193,0.339821,133982,-0.325166,0.370042
194,1.48267,248267,-0.228764,0.910669
195,2.63739,363739,-0.195695,1.29213
196,0.804491,180449,-0.444203,0.633585
197,0.339362,133936,-0.473023,0.35204
198,1.37384,237384,-0.297875,0.89512
199,0.455225,145523,-0.299652,0.427012
200,1.78511,278511,-0.224546,0.991173
201,1.68113,268113,-0.205989,0.950414
202,0.377416,137742,-0.304237,0.395734
203,-0.0366737,96332.6,-0.325875,0.0581001
204,2.64999,364999,-0.253835,1.20189
205,1.20665,220665,-0.232866,0.856368
